index,title,organ,organismId,sex,lifestage
KE 1539,Endocytotic lysosomal uptake,,10090,['Unspecific'],['All life stages']
KE 898,"Disruption, Lysosome",,9606,['Unspecific'],['All life stages']
KE 898,"Disruption, Lysosome",,10090,['Unspecific'],['All life stages']
KE 1494,Leukocyte recruitment/activation,,9606,['Unspecific'],['All life stages']
KE 1494,Leukocyte recruitment/activation,,7742,['Unspecific'],['All life stages']
KE 941,"Activation, EGFR",lung,9606,['Mixed'],['Adult']
KE 941,"Activation, EGFR",lung,10090,['Mixed'],['Adult']
KE 941,"Activation, EGFR",lung,10116,['Mixed'],['Adult']
KE 962,"Increase, Mucin production",lung,9606,['Mixed'],['Adult']
KE 962,"Increase, Mucin production",lung,10090,['Mixed'],['Adult']
KE 962,"Increase, Mucin production",lung,10116,['Mixed'],['Adult']
KE 1250,"Decrease, Lung function",,9606,['Mixed'],['Adult']
KE 2117,"Increase, goblet cell number",,10116,['Unspecific'],['Not specified']
KE 2117,"Increase, goblet cell number",,10090,['Unspecific'],['Not specified']
KE 2117,"Increase, goblet cell number",,9986,['Unspecific'],['Not specified']
KE 2117,"Increase, goblet cell number",,10141,['Unspecific'],['Not specified']
KE 2117,"Increase, goblet cell number",,9606,['Unspecific'],['Not specified']
KE 927,"KE1 : S-Glutathionylation, eNOS",,9606,['Unspecific'],['All life stages']
KE 927,"KE1 : S-Glutathionylation, eNOS",,9913,['Unspecific'],['All life stages']
KE 927,"KE1 : S-Glutathionylation, eNOS",,10090,['Unspecific'],['All life stages']
KE 927,"KE1 : S-Glutathionylation, eNOS",,10116,['Unspecific'],['All life stages']
KE 935,"KE2 : Decrease, GTPCH-1",,9606,['Unspecific'],['All life stages']
KE 935,"KE2 : Decrease, GTPCH-1",,9913,['Unspecific'],['All life stages']
KE 935,"KE2 : Decrease, GTPCH-1",,10090,['Unspecific'],['All life stages']
KE 935,"KE2 : Decrease, GTPCH-1",,10116,['Unspecific'],['All life stages']
KE 934,"KE3 : Decrease, Tetrahydrobiopterin",,9606,['Unspecific'],['All life stages']
KE 934,"KE3 : Decrease, Tetrahydrobiopterin",,9913,['Unspecific'],['All life stages']
KE 934,"KE3 : Decrease, Tetrahydrobiopterin",,10090,['Unspecific'],['All life stages']
KE 934,"KE3 : Decrease, Tetrahydrobiopterin",,10116,['Unspecific'],['All life stages']
KE 932,"KE4 : Uncoupling, eNOS",,9606,['Unspecific'],['All life stages']
KE 932,"KE4 : Uncoupling, eNOS",,9913,['Unspecific'],['All life stages']
KE 932,"KE4 : Uncoupling, eNOS",,10090,['Unspecific'],['All life stages']
KE 932,"KE4 : Uncoupling, eNOS",,10116,['Unspecific'],['All life stages']
KE 933,"KE6 : Depletion, Nitric Oxide",blood,9606,['Unspecific'],['All life stages']
KE 933,"KE6 : Depletion, Nitric Oxide",blood,9913,['Unspecific'],['All life stages']
KE 933,"KE6 : Depletion, Nitric Oxide",blood,10090,['Unspecific'],['All life stages']
KE 933,"KE6 : Depletion, Nitric Oxide",blood,10116,['Unspecific'],['All life stages']
KE 937,"KE7 : Impaired, Vasodilation",circulatory system,9606,['Unspecific'],['All life stages']
KE 937,"KE7 : Impaired, Vasodilation",circulatory system,9986,['Unspecific'],['All life stages']
KE 937,"KE7 : Impaired, Vasodilation",circulatory system,10090,['Unspecific'],['All life stages']
KE 937,"KE7 : Impaired, Vasodilation",circulatory system,10116,['Unspecific'],['All life stages']
KE 951,"KE8 : Increase, Vascular Resistance",circulatory system,9606,['Unspecific'],['All life stages']
KE 951,"KE8 : Increase, Vascular Resistance",circulatory system,10116,['Unspecific'],['All life stages']
KE 952,Hypertension,,9606,['Unspecific'],['All life stages']
KE 952,Hypertension,,10090,['Unspecific'],['All life stages']
KE 952,Hypertension,,10116,['Unspecific'],['All life stages']
KE 973,"KE5 : Decrease, AKT/eNOS activity",,9606,['Unspecific'],['All life stages']
KE 973,"KE5 : Decrease, AKT/eNOS activity",,9913,['Unspecific'],['All life stages']
KE 973,"KE5 : Decrease, AKT/eNOS activity",,10116,['Unspecific'],['All life stages']
KE 973,"KE5 : Decrease, AKT/eNOS activity",,10090,['Unspecific'],['All life stages']
KE 945,"reduced dimerization, ARNT/HIF1-alpha",,9031,['Unspecific'],"['Embryo', 'Development']"
KE 945,"reduced dimerization, ARNT/HIF1-alpha",,10090,['Unspecific'],"['Embryo', 'Development']"
KE 945,"reduced dimerization, ARNT/HIF1-alpha",,10116,['Unspecific'],"['Embryo', 'Development']"
KE 945,"reduced dimerization, ARNT/HIF1-alpha",,7955,['Unspecific'],"['Embryo', 'Development']"
KE 945,"reduced dimerization, ARNT/HIF1-alpha",,48416,['Unspecific'],"['Embryo', 'Development']"
KE 945,"reduced dimerization, ARNT/HIF1-alpha",,217509,['Unspecific'],"['Embryo', 'Development']"
KE 945,"reduced dimerization, ARNT/HIF1-alpha",,9606,['Unspecific'],"['Embryo', 'Development']"
KE 948,"reduced production, VEGF",,9031,['Unspecific'],"['Embryo', 'Development', 'Adult']"
KE 948,"reduced production, VEGF",,40674,['Unspecific'],"['Embryo', 'Development', 'Adult']"
KE 948,"reduced production, VEGF",,93934,['Unspecific'],"['Embryo', 'Development', 'Adult']"
KE 948,"reduced production, VEGF",,7955,['Unspecific'],"['Embryo', 'Development', 'Adult']"
KE 948,"reduced production, VEGF",,8355,['Unspecific'],"['Embryo', 'Development', 'Adult']"
KE 1891,"abnormal, placental labyrinth vasculature morphology",,Not specified,['Not specified'],['Not specified']
KE 1892,"increase, placental insufficiency",,Not specified,['Not specified'],['Not specified']
KE 1893,"increase, Preeclampsia",,Not specified,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,9606,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,89462,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,10116,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,10090,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,9031,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,9823,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,9598,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,13616,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,8364,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,9913,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,9544,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,9103,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,9615,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,9940,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,9365,['Not specified'],['Not specified']
KE 957,"Binding, Transthyretin in serum",serum,8355,['Not specified'],['Not specified']
KE 958,"Displacement, Serum thyroxine (T4) from transthyretin",,10116,['Mixed'],['During development and at adulthood']
KE 959,"Increased, Free serum thyroxine (T4)",blood,8355,['Not specified'],['During development and at adulthood']
KE 959,"Increased, Free serum thyroxine (T4)",blood,10116,['Not specified'],['During development and at adulthood']
KE 960,"Increased, Uptake of thyroxine into tissue",,Not specified,['Not specified'],['Not specified']
KE 964,"Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol",,Not specified,['Not specified'],['Not specified']
KE 965,"reduction in ovarian granulosa cells synthesis of estradiol, Reduced steroidogenic production of estradiol in granulosa cells",,Not specified,['Not specified'],['Not specified']
KE 966,"Reduced Estradiol in Circulation, Reduced steroidogenic production of estradiol in granulosa cells leading to decreased estradiol in circulation",,Not specified,['Not specified'],['Not specified']
KE 967,"Decreased positive estrogenic feedback on hypothalamus, Reduced estradiol in circulation decreases estrogen concentration at hypothalamus",,Not specified,['Not specified'],['Not specified']
KE 968,"Decreased Kisspeptin release from neurons in AVPV, Decreased hypothalamic estrogen reduces kisspeptinergic neuron response",,Not specified,['Not specified'],['Not specified']
KE 969,"Decreased GnRH Release, Decreased Kisspeptin stimulation of GnRH neurons",,Not specified,['Not specified'],['Not specified']
KE 970,"Decreased LH release from Anterior Pituitary, Decreased GnRH stimulation of Anterior Pituitary Gonadotrophs",,Not specified,['Not specified'],['Not specified']
KE 971,"Ovulation of oocytes Reduced, Delayed, or Blocked, Decrease or delay in LH surge required for ovulation",,Not specified,['Not specified'],['Not specified']
KE 972,"Decreased fertility, Reduced number of oocytes ovulated",,Not specified,['Not specified'],['Not specified']
KE 979,"Interference, nuclear localization of NFAT",immune system,9606,['Unspecific'],['All life stages']
KE 979,"Interference, nuclear localization of NFAT",immune system,10090,['Unspecific'],['All life stages']
KE 981,"Reduction, NFAT/AP-1 complex formation",immune system,9606,['Unspecific'],['All life stages']
KE 981,"Reduction, NFAT/AP-1 complex formation",immune system,10090,['Unspecific'],['All life stages']
KE 984,"Impairment, T-cell dependent antibody response",,9606,['Unspecific'],['All life stages']
KE 984,"Impairment, T-cell dependent antibody response",,10090,['Unspecific'],['All life stages']
KE 984,"Impairment, T-cell dependent antibody response",,10116,['Unspecific'],['All life stages']
KE 984,"Impairment, T-cell dependent antibody response",,9541,['Unspecific'],['All life stages']
KE 1202,"Suppression, IL-2 and IL-4 production",immune system,9606,['Unspecific'],['All life stages']
KE 1202,"Suppression, IL-2 and IL-4 production",immune system,10090,['Unspecific'],['All life stages']
KE 1202,"Suppression, IL-2 and IL-4 production",immune system,9541,['Unspecific'],['All life stages']
KE 980,"Inhibition, Calcineurin Activity",,9606,['Unspecific'],['All life stages']
KE 980,"Inhibition, Calcineurin Activity",,10090,['Unspecific'],['All life stages']
KE 980,"Inhibition, Calcineurin Activity",,10117,['Unspecific'],['All life stages']
KE 1002,"Inhibition, Deiodinase 2",,10116,['Unspecific'],['All life stages']
KE 1002,"Inhibition, Deiodinase 2",,9606,['Unspecific'],['All life stages']
KE 1002,"Inhibition, Deiodinase 2",,9823,['Unspecific'],['All life stages']
KE 1002,"Inhibition, Deiodinase 2",,8128,['Unspecific'],['All life stages']
KE 1002,"Inhibition, Deiodinase 2",,7955,['Unspecific'],['All life stages']
KE 1002,"Inhibition, Deiodinase 2",,90988,['Unspecific'],['All life stages']
KE 1002,"Inhibition, Deiodinase 2",,8355,['Unspecific'],['All life stages']
KE 1003,"Decreased, Triiodothyronine (T3)",,7955,['Unspecific'],['All life stages']
KE 1003,"Decreased, Triiodothyronine (T3)",,90988,['Unspecific'],['All life stages']
KE 1003,"Decreased, Triiodothyronine (T3)",,8355,['Unspecific'],['All life stages']
KE 1004,"Reduced, Posterior swim bladder inflation",swim bladder,7955,['Unspecific'],['Embryo']
KE 1004,"Reduced, Posterior swim bladder inflation",swim bladder,90988,['Unspecific'],['Embryo']
KE 1004,"Reduced, Posterior swim bladder inflation",swim bladder,8090,['Unspecific'],['Embryo']
KE 1005,"Reduced, Swimming performance",,7955,['Unspecific'],"['Larvae', 'Juvenile', 'Adult']"
KE 1005,"Reduced, Swimming performance",,70862,['Unspecific'],"['Larvae', 'Juvenile', 'Adult']"
KE 1005,"Reduced, Swimming performance",,90988,['Unspecific'],"['Larvae', 'Juvenile', 'Adult']"
KE 1007,"Reduced, Anterior swim bladder inflation",swim bladder,7955,['Unspecific'],['Larvae']
KE 1007,"Reduced, Anterior swim bladder inflation",swim bladder,90988,['Unspecific'],['Larvae']
KE 1009,"Inhibition, Deiodinase 1",,10116,['Unspecific'],['All life stages']
KE 1009,"Inhibition, Deiodinase 1",,10090,['Unspecific'],['All life stages']
KE 1009,"Inhibition, Deiodinase 1",,9823,['Unspecific'],['All life stages']
KE 1009,"Inhibition, Deiodinase 1",,9940,['Unspecific'],['All life stages']
KE 1009,"Inhibition, Deiodinase 1",,90988,['Unspecific'],['All life stages']
KE 1009,"Inhibition, Deiodinase 1",,8078,['Unspecific'],['All life stages']
KE 1009,"Inhibition, Deiodinase 1",,8175,['Unspecific'],['All life stages']
KE 1009,"Inhibition, Deiodinase 1",,8355,['Unspecific'],['All life stages']
KE 1009,"Inhibition, Deiodinase 1",,9606,['Unspecific'],['All life stages']
KE 1009,"Inhibition, Deiodinase 1",,8128,['Unspecific'],['All life stages']
KE 1009,"Inhibition, Deiodinase 1",,7955,['Unspecific'],['All life stages']
KE 762,"Activation, ionotropic GABA Receptor chloride channel",,Not specified,['Not specified'],['Not specified']
KE 1012,"Increased, Inhibitory postsynaptic potential",,Not specified,['Not specified'],['Not specified']
KE 1014,"Induction, Somatic muscle paralysis",somatic muscle,Not specified,['Not specified'],['Not specified']
KE 1015,"Increased, Neuronal synaptic inhibition",,Not specified,['Not specified'],['Not specified']
KE 1016,"Inhibition, Feeding",,33208,['Unspecific'],['All life stages']
KE 1018,"Activation, Glutamate-gated chloride channels",,Not specified,['Not specified'],['Not specified']
KE 1019,"Induction, pharyngeal muscle paralysis",pharyngeal muscle,Not specified,['Not specified'],['Not specified']
KE 1029,"Increased, adipogenesis",,Not specified,['Not specified'],['Not specified']
KE 1032,"Increased, secretion of local growth factors",,Not specified,['Not specified'],['Not specified']
KE 1033,"Increased, proliferation of mesenchymal cells",,Not specified,['Not specified'],['Not specified']
KE 1034,"Increased, IGF-1 (mouse)",,Not specified,['Not specified'],['Not specified']
KE 1035,"Increased, Firbrosarcoma",fibrous connective tissue,Not specified,['Not specified'],['Not specified']
KE 1036,"Increased, liposarcoma",adipose tissue,Not specified,['Not specified'],['Not specified']
KE 1037,"Increased, hemagiosarcoma",blood vessel endothelium,Not specified,['Not specified'],['Not specified']
KE 1038,"Activation, beta-2 adrenergic receptor",,Not specified,['Not specified'],['Not specified']
KE 1039,"Increased activity, beta-2 adrenergic receptor",,Not specified,['Not specified'],['Not specified']
KE 1040,"relaxation, smooth muscle",,Not specified,['Not specified'],['Not specified']
KE 1042,"Proliferation/Clonal Expansion, smooth muscle",,Not specified,['Not specified'],['Not specified']
KE 1043,"Hypertrophy/hyperplasia, smooth muscle",,Not specified,['Not specified'],['Not specified']
KE 1044,"Promotion, mesovarian leiomyomas",uterus,Not specified,['Not specified'],['Not specified']
KE 1045,"Decreased, Ovarian E2",female gonad,Not specified,['Not specified'],['Not specified']
